location,size,total_sqft,bath,price,bhk,price_per_sqft
Electronic City,3 BHK,1700.0,3.0,90.0,3,5294.117647058823
Electronic City,3 BHK,1800.0,3.0,95.0,3,5277.777777777777
Electronic City,3 Bedroom,2010.0,3.0,201.0,3,10000.0
Electronic City,4 Bedroom,1800.0,3.0,190.0,4,10555.555555555555
Electronic City,4 Bedroom,1800.0,3.0,700.0,4,38888.88888888889
Electronic City,4 Bedroom,1200.0,4.0,125.0,4,10416.666666666666
Electronic City,4 Bedroom,2000.0,4.0,120.0,4,6000.0
Electronic City,4 BHK,2093.0,4.0,104.0,4,4968.944099378882
Electronic City,4 BHK,2093.0,4.0,134.0,4,6402.293358815098
Electronic City,4 BHK,2435.0,4.0,119.0,4,4887.063655030801
Electronic City,4 Bedroom,4000.0,5.0,150.0,4,3750.0
Electronic City,5 Bedroom,717.0,5.0,78.0,5,10878.661087866109
Electronic City,9 Bedroom,1200.0,13.0,150.0,9,12500.0
"Electronic City Phase 1, ",3 BHK,1500.0,3.0,50.0,3,3333.3333333333335
Electronic City Phase II,1 BHK,575.0,1.0,16.75,1,2913.0434782608695
Electronic City Phase II,1 BHK,630.0,1.0,28.35,1,4500.0
Electronic City Phase II,1 BHK,630.0,1.0,40.0,1,6349.206349206349
Electronic City Phase II,1 BHK,650.0,1.0,35.0,1,5384.615384615385
Electronic City Phase II,1 BHK,1200.0,1.0,295.0,1,24583.333333333332
Electronic City Phase II,2 BHK,545.0,1.0,27.0,2,4954.128440366972
Electronic City Phase II,2 BHK,545.0,1.0,28.0,2,5137.614678899083
Electronic City Phase II,2 BHK,545.0,1.0,29.0,2,5321.100917431193
Electronic City Phase II,2 BHK,545.0,1.0,35.0,2,6422.018348623853
Electronic City Phase II,2 BHK,769.0,2.0,40.0,2,5201.560468140442
Electronic City Phase II,2 BHK,775.0,2.0,38.0,2,4903.225806451613
Electronic City Phase II,2 BHK,829.0,2.0,22.8,2,2750.301568154403
Electronic City Phase II,2 BHK,900.0,2.0,32.5,2,3611.1111111111113
Electronic City Phase II,2 BHK,911.0,2.0,26.5,2,2908.8913282107574
Electronic City Phase II,2 BHK,920.0,2.0,26.0,2,2826.086956521739
Electronic City Phase II,2 BHK,972.0,2.0,40.0,2,4115.22633744856
Electronic City Phase II,2 BHK,972.0,2.0,44.0,2,4526.748971193416
Electronic City Phase II,2 BHK,1000.0,2.0,25.0,2,2500.0
Electronic City Phase II,2 BHK,1000.0,2.0,28.88,2,2888.0
Electronic City Phase II,2 BHK,1000.0,2.0,28.88,2,2888.0
Electronic City Phase II,2 BHK,1000.0,2.0,28.88,2,2888.0
Electronic City Phase II,2 BHK,1000.0,2.0,28.88,2,2888.0
Electronic City Phase II,2 BHK,1000.0,2.0,28.88,2,2888.0
Electronic City Phase II,2 BHK,1000.0,2.0,28.88,2,2888.0
Electronic City Phase II,2 BHK,1003.0,2.0,40.6,2,4047.8564307078764
Electronic City Phase II,2 BHK,1020.0,2.0,27.43,2,2689.2156862745096
Electronic City Phase II,2 BHK,1020.0,2.0,29.45,2,2887.2549019607845
Electronic City Phase II,2 BHK,1020.0,2.0,30.6,2,3000.0
Electronic City Phase II,2 BHK,1020.0,2.0,32.0,2,3137.2549019607845
Electronic City Phase II,2 BHK,1025.0,2.0,26.65,2,2600.0
Electronic City Phase II,2 BHK,1025.0,2.0,29.6,2,2887.8048780487807
Electronic City Phase II,2 BHK,1031.0,2.0,53.0,2,5140.640155189137
Electronic City Phase II,2 BHK,1031.0,2.0,54.48,2,5284.190106692531
Electronic City Phase II,2 BHK,1031.0,2.0,55.0,2,5334.62657613967
Electronic City Phase II,2 BHK,1031.0,2.0,55.0,2,5334.62657613967
Electronic City Phase II,2 BHK,1031.0,2.0,56.35,2,5465.56741028128
Electronic City Phase II,2 BHK,1056.0,2.0,39.07,2,3699.810606060606
Electronic City Phase II,2 BHK,1065.0,2.0,30.75,2,2887.323943661972
Electronic City Phase II,2 BHK,1065.0,2.0,30.75,2,2887.323943661972
Electronic City Phase II,2 BHK,1065.0,2.0,30.76,2,2888.262910798122
Electronic City Phase II,2 BHK,1065.0,2.0,30.88,2,2899.5305164319248
Electronic City Phase II,2 BHK,1065.0,2.0,56.13,2,5270.422535211268
Electronic City Phase II,2 BHK,1069.0,2.0,45.0,2,4209.541627689429
Electronic City Phase II,2 BHK,1070.0,2.0,45.0,2,4205.607476635514
Electronic City Phase II,2 BHK,1089.0,2.0,32.67,2,3000.0
Electronic City Phase II,2 BHK,1090.0,2.0,28.34,2,2600.0
Electronic City Phase II,2 BHK,1090.0,2.0,31.48,2,2888.0733944954127
Electronic City Phase II,2 BHK,1116.0,2.0,37.0,2,3315.4121863799282
Electronic City Phase II,2 BHK,1116.0,2.0,40.0,2,3584.2293906810037
Electronic City Phase II,2 BHK,1125.0,2.0,29.25,2,2600.0
Electronic City Phase II,2 BHK,1125.0,2.0,32.49,2,2888.0
Electronic City Phase II,2 BHK,1125.0,2.0,32.49,2,2888.0
Electronic City Phase II,2 BHK,1125.0,2.0,32.63,2,2900.444444444445
Electronic City Phase II,2 BHK,1135.0,2.0,46.0,2,4052.863436123348
Electronic City Phase II,2 BHK,1140.0,2.0,28.5,2,2500.0
Electronic City Phase II,2 BHK,1140.0,2.0,32.92,2,2887.719298245614
Electronic City Phase II,2 BHK,1140.0,2.0,32.92,2,2887.719298245614
Electronic City Phase II,2 BHK,1140.0,2.0,33.06,2,2900.0
Electronic City Phase II,2 BHK,1140.0,2.0,33.06,2,2900.0
Electronic City Phase II,2 BHK,1140.0,2.0,33.84,2,2968.421052631579
Electronic City Phase II,2 BHK,1140.0,2.0,34.0,2,2982.4561403508774
Electronic City Phase II,2 BHK,1155.0,2.0,57.0,2,4935.064935064935
Electronic City Phase II,2 BHK,1160.0,2.0,33.5,2,2887.9310344827586
Electronic City Phase II,2 BHK,1160.0,2.0,33.5,2,2887.9310344827586
Electronic City Phase II,2 BHK,1160.0,2.0,33.5,2,2887.9310344827586
Electronic City Phase II,2 BHK,1160.0,2.0,33.51,2,2888.793103448276
Electronic City Phase II,2 BHK,1160.0,2.0,33.51,2,2888.793103448276
Electronic City Phase II,2 BHK,1160.0,2.0,52.2,2,4500.0
Electronic City Phase II,2 BHK,1165.0,2.0,30.29,2,2600.0
Electronic City Phase II,2 BHK,1165.0,2.0,33.64,2,2887.5536480686696
Electronic City Phase II,2 BHK,1200.0,2.0,34.65,2,2887.5
Electronic City Phase II,2 BHK,1200.0,2.0,34.65,2,2887.5
Electronic City Phase II,2 BHK,1205.0,2.0,75.0,2,6224.066390041494
Electronic City Phase II,2 BHK,1219.0,2.0,61.25,2,5024.610336341263
Electronic City Phase II,2 BHK,1219.0,2.0,61.26,2,5025.430680885972
Electronic City Phase II,2 BHK,1244.0,2.0,55.0,2,4421.221864951768
Electronic City Phase II,2 BHK,1252.0,2.0,67.0,2,5351.437699680511
Electronic City Phase II,2 BHK,1253.0,2.0,65.8,2,5251.3966480446925
Electronic City Phase II,2 BHK,1266.0,2.0,59.0,2,4660.347551342812
Electronic City Phase II,2 BHK,1286.0,2.0,69.0,2,5365.47433903577
Electronic City Phase II,2 BHK,1300.0,2.0,28.0,2,2153.846153846154
Electronic City Phase II,2 Bedroom,2400.0,3.0,150.0,2,6250.0
Electronic City Phase II,3 BHK,875.0,2.0,40.0,3,4571.428571428572
Electronic City Phase II,3 BHK,925.0,2.0,49.82,3,5385.945945945946
Electronic City Phase II,3 BHK,975.0,2.0,45.0,3,4615.384615384615
Electronic City Phase II,3 BHK,993.0,2.0,50.0,3,5035.246727089628
Electronic City Phase II,3 BHK,1192.0,2.0,47.0,3,3942.953020134228
Electronic City Phase II,3 BHK,1220.0,2.0,35.23,3,2887.7049180327863
Electronic City Phase II,3 BHK,1220.0,2.0,36.21,3,2968.032786885246
Electronic City Phase II,3 BHK,1252.0,2.0,65.0,3,5191.693290734825
Electronic City Phase II,3 BHK,1252.0,2.0,65.0,3,5191.693290734825
Electronic City Phase II,3 BHK,1310.0,2.0,32.75,3,2500.0
Electronic City Phase II,3 BHK,1310.0,2.0,37.83,3,2887.7862595419847
Electronic City Phase II,3 BHK,1310.0,2.0,37.83,3,2887.7862595419847
Electronic City Phase II,3 BHK,1310.0,2.0,37.83,3,2887.7862595419847
Electronic City Phase II,3 BHK,1310.0,2.0,37.84,3,2888.549618320611
Electronic City Phase II,3 BHK,1310.0,2.0,37.84,3,2888.549618320611
Electronic City Phase II,3 BHK,1320.0,2.0,38.12,3,2887.8787878787875
Electronic City Phase II,3 BHK,1320.0,2.0,38.12,3,2887.8787878787875
Electronic City Phase II,3 BHK,1320.0,2.0,38.13,3,2888.636363636364
Electronic City Phase II,3 BHK,1320.0,2.0,38.13,3,2888.636363636364
Electronic City Phase II,3 BHK,1329.0,2.0,41.0,3,3085.0263355906695
Electronic City Phase II,3 BHK,1336.0,2.0,50.35,3,3768.7125748502995
Electronic City Phase II,3 BHK,1395.0,2.0,62.78,3,4500.358422939068
Electronic City Phase II,3 BHK,1400.0,2.0,40.43,3,2887.8571428571427
Electronic City Phase II,3 BHK,1400.0,2.0,40.43,3,2887.8571428571427
Electronic City Phase II,3 BHK,1400.0,2.0,40.43,3,2887.8571428571427
Electronic City Phase II,3 BHK,1400.0,2.0,40.43,3,2887.8571428571427
Electronic City Phase II,3 BHK,1400.0,2.0,40.44,3,2888.5714285714284
Electronic City Phase II,3 BHK,1400.0,2.0,40.44,3,2888.5714285714284
Electronic City Phase II,3 BHK,1400.0,2.0,40.45,3,2889.2857142857147
Electronic City Phase II,3 BHK,1400.0,2.0,41.58,3,2970.0
Electronic City Phase II,3 BHK,1611.0,2.0,48.33,3,3000.0
Electronic City Phase II,3 BHK,1625.0,2.0,48.75,3,3000.0
Electronic City Phase II,3 BHK,1150.0,3.0,46.0,3,4000.0
Electronic City Phase II,3 BHK,1220.0,3.0,35.23,3,2887.7049180327863
Electronic City Phase II,3 BHK,1220.0,3.0,35.23,3,2887.7049180327863
Electronic City Phase II,3 BHK,1220.0,3.0,35.25,3,2889.344262295082
Electronic City Phase II,3 BHK,1220.0,3.0,36.6,3,3000.0
Electronic City Phase II,3 BHK,1305.0,3.0,65.0,3,4980.842911877395
Electronic City Phase II,3 BHK,1418.0,3.0,52.47,3,3700.2820874471086
Electronic City Phase II,3 BHK,1502.0,3.0,50.0,3,3328.894806924101
Electronic City Phase II,3 BHK,1549.0,3.0,80.0,3,5164.622336991608
Electronic City Phase II,3 BHK,1651.0,3.0,49.53,3,3000.0
Electronic City Phase II,3 BHK,1790.0,3.0,100.0,3,5586.592178770949
Electronic City Phase II,3 BHK,1800.0,3.0,92.0,3,5111.111111111111
Electronic City Phase II,3 BHK,1940.0,4.0,116.0,3,5979.381443298969
Electronic City Phase II,4 Bedroom,1900.0,3.0,97.0,4,5105.263157894737
Electronic City Phase II,4 BHK,2187.5,4.0,105.0,4,4800.0
Electronic City Phase II,4 BHK,2225.0,4.0,98.88,4,4444.044943820225
Electronic City Phase II,4 Bedroom,6000.0,4.0,260.0,4,4333.333333333333
"Electronic city Phase 1, ",2 BHK,950.0,2.0,33.0,2,3473.684210526316
"Electronic city Phase 1, ",3 BHK,1750.0,3.0,58.0,3,3314.285714285714
"Electronic city phase 1, ",2 BHK,1150.0,2.0,39.0,2,3391.304347826087
Electronics City Phase 1,1 RK,360.0,1.0,16.9,1,4694.444444444443
Electronics City Phase 1,1 BHK,580.0,1.0,27.0,1,4655.172413793103
Electronics City Phase 1,1 BHK,585.0,1.0,21.0,1,3589.74358974359
Electronics City Phase 1,1 BHK,630.0,1.0,39.0,1,6190.476190476191
Electronics City Phase 1,1 BHK,635.0,1.0,26.0,1,4094.488188976378
Electronics City Phase 1,1 BHK,638.0,1.0,32.0,1,5015.673981191223
Electronics City Phase 1,1 BHK,640.0,1.0,45.0,1,7031.25
Electronics City Phase 1,1 BHK,645.0,1.0,42.5,1,6589.147286821705
Electronics City Phase 1,1 BHK,650.0,1.0,23.0,1,3538.4615384615386
Electronics City Phase 1,1 BHK,755.0,1.0,30.12,1,3989.4039735099336
Electronics City Phase 1,1 BHK,755.0,1.0,42.41,1,5617.218543046358
Electronics City Phase 1,1 BHK,762.5,1.0,45.4,1,5954.098360655737
Electronics City Phase 1,1 BHK,785.0,1.0,55.0,1,7006.369426751592
Electronics City Phase 1,2 BHK,865.0,2.0,40.0,2,4624.277456647399
Electronics City Phase 1,2 BHK,891.0,2.0,24.95,2,2800.2244668911335
Electronics City Phase 1,2 BHK,891.0,2.0,26.0,2,2918.0695847362513
Electronics City Phase 1,2 BHK,919.0,2.0,28.0,2,3046.789989118607
Electronics City Phase 1,2 BHK,920.0,2.0,33.0,2,3586.9565217391305
Electronics City Phase 1,2 BHK,940.0,2.0,40.0,2,4255.31914893617
Electronics City Phase 1,2 BHK,940.0,2.0,44.0,2,4680.851063829788
Electronics City Phase 1,2 BHK,940.0,2.0,48.0,2,5106.382978723404
Electronics City Phase 1,2 BHK,940.0,2.0,49.0,2,5212.765957446809
Electronics City Phase 1,2 BHK,950.0,2.0,31.0,2,3263.157894736842
Electronics City Phase 1,2 BHK,950.0,2.0,33.0,2,3473.684210526316
Electronics City Phase 1,2 BHK,995.0,2.0,42.0,2,4221.105527638191
Electronics City Phase 1,2 BHK,995.0,2.0,46.0,2,4623.115577889447
Electronics City Phase 1,2 BHK,995.0,2.0,49.8,2,5005.025125628141
Electronics City Phase 1,2 BHK,1000.0,2.0,28.0,2,2800.0
Electronics City Phase 1,2 BHK,1015.0,2.0,56.0,2,5517.241379310345
Electronics City Phase 1,2 BHK,1025.0,2.0,90.0,2,8780.487804878048
Electronics City Phase 1,2 BHK,1028.0,2.0,51.0,2,4961.089494163424
Electronics City Phase 1,2 BHK,1032.0,2.0,31.99,2,3099.8062015503874
Electronics City Phase 1,2 BHK,1070.0,2.0,45.5,2,4252.336448598131
Electronics City Phase 1,2 BHK,1080.0,2.0,46.0,2,4259.259259259259
Electronics City Phase 1,2 BHK,1085.0,2.0,46.0,2,4239.6313364055295
Electronics City Phase 1,2 BHK,1088.0,2.0,30.46,2,2799.6323529411766
Electronics City Phase 1,2 BHK,1113.12,2.0,55.0,2,4941.066551674573
Electronics City Phase 1,2 BHK,1113.27,2.0,53.0,2,4760.74986301616
Electronics City Phase 1,2 BHK,1116.0,2.0,33.0,2,2956.989247311828
Electronics City Phase 1,2 BHK,1125.0,2.0,65.0,2,5777.777777777777
Electronics City Phase 1,2 BHK,1145.0,2.0,54.0,2,4716.157205240174
Electronics City Phase 1,2 BHK,1150.0,2.0,39.0,2,3391.304347826087
Electronics City Phase 1,2 BHK,1160.0,2.0,52.0,2,4482.758620689655
Electronics City Phase 1,2 BHK,1170.0,2.0,62.0,2,5299.145299145299
Electronics City Phase 1,2 BHK,1175.0,2.0,50.0,2,4255.31914893617
Electronics City Phase 1,2 BHK,1175.0,2.0,51.47,2,4380.425531914893
Electronics City Phase 1,2 BHK,1175.0,2.0,57.0,2,4851.063829787234
Electronics City Phase 1,2 BHK,1175.0,2.0,60.0,2,5106.382978723404
Electronics City Phase 1,2 BHK,1175.0,2.0,64.98,2,5530.212765957447
Electronics City Phase 1,2 BHK,1175.0,2.0,69.0,2,5872.340425531915
Electronics City Phase 1,2 BHK,1190.0,2.0,33.92,2,2850.4201680672268
Electronics City Phase 1,2 BHK,1190.0,2.0,68.0,2,5714.285714285715
Electronics City Phase 1,2 BHK,1200.0,2.0,59.76,2,4980.0
Electronics City Phase 1,2 BHK,1205.0,2.0,60.0,2,4979.253112033195
Electronics City Phase 1,2 BHK,1245.0,2.0,75.0,2,6024.096385542169
Electronics City Phase 1,2 BHK,1300.0,2.0,67.0,2,5153.846153846154
Electronics City Phase 1,2 BHK,1305.0,2.0,67.0,2,5134.099616858238
Electronics City Phase 1,2 BHK,1314.0,2.0,60.0,2,4566.2100456621
Electronics City Phase 1,2 BHK,1335.0,2.0,67.0,2,5018.7265917603
Electronics City Phase 1,2 BHK,1340.0,2.0,75.0,2,5597.014925373134
Electronics City Phase 1,3 BHK,1124.0,2.0,55.0,3,4893.238434163701
Electronics City Phase 1,3 BHK,1291.0,2.0,32.0,3,2478.6986831913246
Electronics City Phase 1,3 BHK,1321.0,2.0,40.0,3,3028.009084027252
Electronics City Phase 1,3 BHK,1330.0,2.0,44.0,3,3308.2706766917295
Electronics City Phase 1,3 BHK,1445.0,2.0,56.0,3,3875.432525951557
Electronics City Phase 1,3 BHK,1450.0,2.0,63.51,3,4380.0
Electronics City Phase 1,3 BHK,1515.0,2.0,80.91,3,5340.59405940594
Electronics City Phase 1,3 BHK,1550.0,2.0,82.0,3,5290.322580645161
Electronics City Phase 1,3 BHK,1555.0,2.0,82.0,3,5273.311897106109
Electronics City Phase 1,3 BHK,1350.0,3.0,55.0,3,4074.074074074074
Electronics City Phase 1,3 BHK,1350.0,3.0,71.0,3,5259.259259259259
Electronics City Phase 1,3 BHK,1450.0,3.0,58.0,3,4000.0
Electronics City Phase 1,3 BHK,1450.0,3.0,70.0,3,4827.586206896552
Electronics City Phase 1,3 BHK,1450.0,3.0,72.54,3,5002.758620689656
Electronics City Phase 1,3 BHK,1450.0,3.0,79.0,3,5448.275862068966
Electronics City Phase 1,3 BHK,1475.0,3.0,78.29,3,5307.796610169492
Electronics City Phase 1,3 BHK,1490.0,3.0,78.8,3,5288.5906040268455
Electronics City Phase 1,3 BHK,1490.0,3.0,84.0,3,5637.583892617449
Electronics City Phase 1,3 BHK,1530.0,3.0,40.0,3,2614.37908496732
Electronics City Phase 1,3 BHK,1595.0,3.0,75.0,3,4702.194357366771
Electronics City Phase 1,3 BHK,1700.0,3.0,111.0,3,6529.411764705882
Electronics City Phase 1,3 BHK,1750.0,3.0,58.0,3,3314.285714285714
Electronics City Phase 1,3 BHK,1750.0,3.0,84.0,3,4800.0
Electronics City Phase 1,3 BHK,1800.0,3.0,93.0,3,5166.666666666667
Electronics City Phase 1,3 BHK,1900.0,3.0,85.0,3,4473.684210526316
Electronics City Phase 1,3 Bedroom,2040.0,3.0,137.0,3,6715.686274509804
Electronics City Phase 1,6 Bedroom,1314.0,5.0,120.0,6,9132.4200913242
Escorts Colony,5 BHK,2400.0,5.0,93.0,5,3875.0
Esther Enclave Layout,2 Bedroom,1000.0,2.0,66.0,2,6600.0
Esther Enclave Layout,2 Bedroom,1230.0,2.0,68.0,2,5528.455284552845
Esther Enclave Layout,5 Bedroom,1600.0,5.0,140.0,5,8750.0
Ex-Servicemen Colony Dinnur Main Road R.T.Nagar,6 BHK,1034.0,6.0,101.0,6,9767.891682785299
Ferrar Nagar,2 BHK,1180.0,2.0,69.0,2,5847.457627118644
Ferrar Nagar,4 BHK,2360.0,3.0,185.0,4,7838.983050847458
Ferrar Nagar,4 BHK,2145.0,4.0,125.0,4,5827.505827505827
Fraser town,6 Bedroom,806.0,3.0,128.0,6,15880.893300248139
Frazer Town,1 Bedroom,560.0,1.0,90.0,1,16071.42857142857
Frazer Town,1 Bedroom,896.0,1.0,100.0,1,11160.714285714286
Frazer Town,2 BHK,1180.0,2.0,105.0,2,8898.305084745763
Frazer Town,2 BHK,1200.0,2.0,78.0,2,6500.0
Frazer Town,2 BHK,1315.0,2.0,140.0,2,10646.38783269962
Frazer Town,2 BHK,1420.0,2.0,120.0,2,8450.704225352112
Frazer Town,2 BHK,1550.0,2.0,140.0,2,9032.258064516129
Frazer Town,2 BHK,1625.0,2.0,75.0,2,4615.384615384615
Frazer Town,3 BHK,1510.0,2.0,75.0,3,4966.887417218543
Frazer Town,3 BHK,1305.0,3.0,95.45,3,7314.176245210728
Frazer Town,3 BHK,1700.0,3.0,180.0,3,10588.235294117647
Frazer Town,3 BHK,1706.0,3.0,154.0,3,9026.963657678782
Frazer Town,3 BHK,1750.0,3.0,150.0,3,8571.42857142857
Frazer Town,3 BHK,1870.0,3.0,180.0,3,9625.668449197861
Frazer Town,3 BHK,1870.0,3.0,185.0,3,9893.048128342247
Frazer Town,3 BHK,2000.0,3.0,200.0,3,10000.0
Frazer Town,3 BHK,2079.0,3.0,220.0,3,10582.010582010582
Frazer Town,3 BHK,2214.0,3.0,350.0,3,15808.491418247515
Frazer Town,3 BHK,2400.0,3.0,260.0,3,10833.333333333334
Frazer Town,3 BHK,2560.0,3.0,265.0,3,10351.5625
Frazer Town,3 BHK,2560.0,3.0,288.0,3,11250.0
Frazer Town,3 BHK,3100.0,3.0,400.0,3,12903.225806451614
Frazer Town,3 BHK,5400.0,3.0,400.0,3,7407.407407407408
Frazer Town,3 BHK,1900.0,4.0,145.0,3,7631.578947368421
Frazer Town,3 BHK,2350.0,4.0,285.0,3,12127.659574468085
Frazer Town,3 BHK,3500.0,4.0,330.0,3,9428.57142857143
Frazer Town,4 BHK,3435.0,2.0,341.0,4,9927.21979621543
Frazer Town,4 BHK,2900.0,4.0,325.0,4,11206.896551724138
Frazer Town,4 BHK,4100.0,4.0,660.0,4,16097.560975609756
Frazer Town,4 BHK,3436.0,5.0,341.0,4,9924.330616996507
Frazer Town,4 BHK,3436.0,5.0,345.0,4,10040.745052386495
Frazer Town,4 BHK,4856.0,5.0,410.0,4,8443.163097199342
Frazer Town,4 BHK,4850.0,6.0,385.0,4,7938.144329896907
Frazer Town,5 Bedroom,2350.0,2.0,423.0,5,18000.0
Frazer Town,5 Bedroom,2801.25,4.0,462.0,5,16492.637215528783
Friends Colony,2 BHK,1035.0,2.0,44.0,2,4251.207729468599
Friends Colony,3 BHK,1150.0,2.0,75.0,3,6521.739130434783
GB Palya,2 BHK,930.0,2.0,45.0,2,4838.709677419355
GD Layout,2 BHK,1094.0,2.0,44.0,2,4021.9378427787933
GD Layout,3 BHK,1330.0,2.0,68.0,3,5112.7819548872185
GKW Layout,4 Bedroom,1350.0,4.0,225.0,4,16666.666666666668
GM Palaya,1 BHK,675.0,1.0,35.0,1,5185.185185185185
GM Palaya,2 BHK,1000.0,2.0,35.0,2,3500.0
GM Palaya,2 BHK,1000.0,2.0,36.0,2,3600.0
GM Palaya,2 BHK,1030.0,2.0,60.0,2,5825.242718446602
GM Palaya,2 BHK,1140.0,2.0,48.95,2,4293.859649122807
GM Palaya,2 BHK,1225.0,2.0,47.0,2,3836.734693877551
GM Palaya,3 BHK,1315.0,2.0,65.0,3,4942.9657794676805
GM Palaya,3 BHK,1643.0,2.0,70.0,3,4260.49908703591
GM Palaya,3 BHK,1820.0,2.0,86.0,3,4725.274725274725
GM Palaya,3 BHK,1315.0,3.0,64.0,3,4866.920152091255
GM Palaya,3 BHK,1315.0,3.0,65.0,3,4942.9657794676805
GM Palaya,3 BHK,1735.0,3.0,70.0,3,4034.5821325648417
Gandhi Bazar,3 BHK,1485.0,2.0,110.0,3,7407.407407407408
Gandhi Bazar,6 Bedroom,1020.0,6.0,370.0,6,36274.509803921566
Gandhi Nagar,5 Bedroom,1050.0,4.0,80.0,5,7619.047619047619
Ganesha Block,3 Bedroom,2500.0,2.0,300.0,3,12000.0
Ganesha Block,3 BHK,1810.0,3.0,118.0,3,6519.3370165745855
Ganga Nagar,1 BHK,600.0,1.0,38.0,1,6333.333333333333
Ganga Nagar,1 BHK,705.0,1.0,65.0,1,9219.85815602837
Ganga Nagar,2 BHK,845.0,2.0,55.0,2,6508.87573964497
Ganga Nagar,2 BHK,998.0,2.0,65.0,2,6513.026052104208
Ganga Nagar,2 BHK,1112.0,2.0,68.0,2,6115.107913669065
Ganga Nagar,2 BHK,1250.0,2.0,65.0,2,5200.0
Ganga Nagar,2 BHK,1200.0,3.0,52.0,2,4333.333333333333
Ganga Nagar,3 BHK,1480.0,2.0,125.0,3,8445.945945945947
Ganga Nagar,3 Bedroom,720.0,3.0,65.0,3,9027.777777777777
Ganga Nagar,3 BHK,1410.0,3.0,65.0,3,4609.929078014185
Ganga Nagar Extension,3 BHK,1000.0,2.0,65.0,3,6500.0
Ganganahalli,4 Bedroom,1050.0,4.0,90.0,4,8571.42857142857
Gangondanahalli,3 Bedroom,396.0,2.0,48.0,3,12121.212121212122
Garden Layout,3 BHK,1515.0,3.0,93.93,3,6200.0
Garebhavipalya,2 Bedroom,1200.0,2.0,75.0,2,6250.0
Garebhavipalya,3 BHK,1275.0,3.0,55.0,3,4313.725490196079
Garudachar Palya,2 BHK,1060.0,2.0,48.5,2,4575.471698113208
Garudachar Palya,2 BHK,1060.0,2.0,48.66,2,4590.566037735849
Garudachar Palya,2 BHK,1060.0,2.0,48.7,2,4594.33962264151
Garudachar Palya,2 BHK,1150.0,2.0,52.0,2,4521.739130434783
Garudachar Palya,2 BHK,1150.0,2.0,52.5,2,4565.217391304348
Garudachar Palya,2 BHK,1150.0,2.0,52.75,2,4586.95652173913
Garudachar Palya,2 BHK,1150.0,2.0,52.8,2,4591.304347826087
Garudachar Palya,2 BHK,1150.0,2.0,52.8,2,4591.304347826087
Garudachar Palya,2 BHK,1154.0,2.0,51.8,2,4488.734835355286
Garudachar Palya,3 BHK,1295.0,2.0,59.5,3,4594.594594594595
Garudachar Palya,3 BHK,1295.0,2.0,59.5,3,4594.594594594595
Garudachar Palya,3 BHK,1320.0,2.0,60.6,3,4590.909090909091
Garudachar Palya,3 BHK,1325.0,2.0,60.0,3,4528.301886792453
Garudachar Palya,3 BHK,1325.0,2.0,60.8,3,4588.679245283019
Garudachar Palya,3 BHK,1325.0,2.0,60.8,3,4588.679245283019
Garudachar Palya,3 BHK,1610.0,2.0,119.0,3,7391.304347826087
Garudachar Palya,3 BHK,1960.0,3.0,160.0,3,8163.265306122449
Garudachar Palya,4 BHK,4500.0,5.0,400.0,4,8888.888888888889
Gattahalli,2 BHK,1028.0,2.0,45.5,2,4426.070038910506
Gattahalli,3 BHK,1240.0,2.0,63.0,3,5080.645161290323
Gattahalli,3 Bedroom,2000.0,2.0,95.0,3,4750.0
Gattigere,2 BHK,1180.0,2.0,63.0,2,5338.983050847458
Gattigere,5 Bedroom,900.0,6.0,95.0,5,10555.555555555555
Gaundanapalya,2 BHK,1010.0,2.0,46.0,2,4554.455445544554
Gaurava Nagar,3 BHK,1240.0,2.0,46.0,3,3709.6774193548385
Gaurava Nagar,5 Bedroom,1650.0,6.0,200.0,5,12121.212121212122
Gayathri Nagar,2 Bedroom,880.0,1.0,90.0,2,10227.272727272728
Geddalahalli,2 BHK,850.0,2.0,32.5,2,3823.529411764706
Geddalahalli,2 BHK,893.0,2.0,34.5,2,3863.3818589025755
Geddalahalli,2 BHK,1400.0,2.0,65.0,2,4642.857142857143
Geddalahalli,5 Bedroom,1200.0,3.0,95.0,5,7916.666666666667
Geetanjali Layout,4 Bedroom,1200.0,4.0,300.0,4,25000.0
Geleyara Balaga Layout,2 BHK,700.0,1.0,26.0,2,3714.285714285714
Geleyara Balaga Layout,2 BHK,596.0,2.0,22.0,2,3691.2751677852348
Gidada Konnenahalli,4 Bedroom,1200.0,4.0,240.0,4,20000.0
Gidada Konnenahalli,6 Bedroom,600.0,4.0,105.0,6,17500.0
Giri Nagar,1 Bedroom,600.0,1.0,125.0,1,20833.333333333332
Giri Nagar,2 BHK,650.0,2.0,42.0,2,6461.538461538462
Giri Nagar,3 Bedroom,880.0,3.0,140.0,3,15909.09090909091
Giri Nagar,3 Bedroom,1350.0,3.0,240.0,3,17777.777777777777
Giri Nagar,3 Bedroom,1800.0,3.0,252.0,3,14000.0
Giri Nagar,4 Bedroom,4000.0,3.0,750.0,4,18750.0
Giri Nagar,4 Bedroom,1120.0,4.0,175.0,4,15625.0
Giri Nagar,4 Bedroom,2400.0,4.0,400.0,4,16666.666666666668
Giri Nagar,4 Bedroom,2400.0,4.0,400.0,4,16666.666666666668
Giri Nagar,6 BHK,1200.0,3.0,175.0,6,14583.333333333334
Giri Nagar,6 Bedroom,3000.0,4.0,375.0,6,12500.0
